id,condition,trial,gamblep,gamblex,value,gambleid,gambletype,samplesize,confidence,samplesizecat
s26,description,3,0.833,2.4,2,5,p-bet,,6,--
s26,description,4,0.833,2.4,2,5,p-bet,,6,--
s26,description,5,0.857,4.7,4,6,p-bet,,6,--
s26,description,6,0.833,2.4,2,5,p-bet,,6,--
s26,description,7,0.857,4.7,4,6,p-bet,,6,--
s26,description,8,0.167,12,2,2,$-bet,,6,--
s26,description,9,0.167,12,2,2,$-bet,,6,--
s26,description,10,0.857,4.7,4,6,p-bet,,6,--
s26,description,11,0.143,28,3.2,3,$-bet,,6,--
s26,description,12,0.8,4,3.2,4,p-bet,,6,--
s26,description,13,0.2,16,3.2,1,$-bet,,6,--
s26,description,14,0.167,12,2,2,$-bet,,6,--
s26,description,15,0.8,4,3.2,4,p-bet,,6,--
s26,description,16,0.8,4,3.2,4,p-bet,,6,--
s26,description,17,0.2,16,3.2,1,$-bet,,6,--
s26,description,18,0.143,28,3.2,3,$-bet,,6,--
s27,experience,1,0.8,4,2.5,4,p-bet,5,3,xs
s27,experience,2,0.16666667,12,5.5,2,$-bet,12,3,s
s27,experience,3,0.8333333,2.4,2.2,5,p-bet,18,4,m
s27,experience,4,0.2,16,8,1,$-bet,10,4,s
s27,experience,5,0.8333333,2.4,2.2,5,p-bet,12,3,s
s27,experience,6,0.8571429,4.7,2.2,6,p-bet,21,4,m
s27,experience,7,0.16666667,12,5.5,2,$-bet,36,4,l
s27,experience,9,0.1428571,28,13.5,3,$-bet,14,3,s
s27,experience,11,0.16666667,12,5.5,2,$-bet,6,5,xs
s27,experience,12,0.8,4,2,4,p-bet,5,4,xs
s27,experience,13,0.2,16,8,1,$-bet,5,4,xs
s27,experience,14,0.8,4,2,4,p-bet,15,4,m
s27,experience,15,0.2,16,8,1,$-bet,10,4,s
s27,experience,16,0.1428571,28,13.5,3,$-bet,14,4,s
s27,experience,17,0.1428571,28,13.5,3,$-bet,21,4,m
s27,experience,18,0.2,16,8,1,$-bet,15,5,m
s27,experience,19,0.8571429,4.7,2.2,6,p-bet,21,4,m
s27,experience,20,0.8571429,4.7,2.2,6,p-bet,14,5,s
s27,experience,21,0.1428571,28,13.5,3,$-bet,21,4,m
s27,experience,22,0.16666667,12,6,2,$-bet,18,4,m
s27,experience,24,0.1428571,28,13.5,3,$-bet,14,5,s
s27,experience,25,0.8,4,2,4,p-bet,15,4,m
s27,experience,26,0.16666667,12,6,2,$-bet,12,4,s
s27,experience,29,0.8333333,2.4,1.2,5,p-bet,18,4,m
s27,experience,30,0.8571429,4.7,2.5,6,p-bet,14,4,s
s27,experience,32,0.8571429,4.7,2.2,6,p-bet,42,4,l
s27,experience,33,0.16666667,12,6,2,$-bet,12,4,s
s27,experience,34,0.2,16,8,1,$-bet,5,4,xs
s27,experience,35,0.8,4,2,4,p-bet,10,4,s
s27,experience,37,0.16666667,12,6,2,$-bet,6,5,xs
s27,experience,38,0.8,4,2,4,p-bet,15,4,m
s27,experience,41,0.2,16,9,1,$-bet,30,4,l
s27,experience,42,0.1428571,28,13.5,3,$-bet,42,4,l
s27,experience,44,0.2,16,8,1,$-bet,30,4,l
s27,experience,45,0.1428571,28,13.5,3,$-bet,42,4,l
s27,experience,46,0.8,4,2.5,4,p-bet,30,4,l
s27,experience,47,0.8571429,4.7,2.2,6,p-bet,42,4,l
s27,experience,48,0.1428571,28,12.5,3,$-bet,7,4,xs
s27,experience,49,0.16666667,12,6,2,$-bet,18,4,m
s27,experience,50,0.8333333,2.4,1.2,5,p-bet,36,4,l
s27,experience,51,0.8571429,4.7,2.4,6,p-bet,14,4,s
s27,experience,52,0.8,4,3,4,p-bet,30,4,l
s27,experience,53,0.8333333,2.4,1.2,5,p-bet,36,4,l
s27,experience,55,0.8,4,0.2,4,p-bet,10,4,s
s27,experience,56,0.2,16,8,1,$-bet,10,4,s
s27,experience,57,0.8571429,4.7,2.4,6,p-bet,21,4,m
s27,experience,58,0.1428571,28,13.5,3,$-bet,7,4,xs
s27,experience,59,0.2,16,8,1,$-bet,15,4,m
s27,experience,60,0.8571429,4.7,2.4,6,p-bet,42,4,l
s27,experience,62,0.8333333,2.4,1.2,5,p-bet,6,4,xs
s27,experience,63,0.2,16,8,1,$-bet,30,4,l
s27,experience,64,0.1428571,28,12.5,3,$-bet,42,3,l
s27,experience,65,0.8333333,2.4,2.2,5,p-bet,36,5,l
s27,experience,67,0.1428571,28,13.5,3,$-bet,21,4,m
s27,experience,68,0.8333333,2.4,1.2,5,p-bet,12,4,s
s27,experience,69,0.16666667,12,3,2,$-bet,6,3,xs
s27,experience,72,0.8,4,3.5,4,p-bet,30,3,l
s27,experience,73,0.2,16,15.5,1,$-bet,15,3,m
s27,experience,75,0.8333333,2.4,1.2,5,p-bet,6,4,xs
s27,experience,76,0.16666667,12,3.5,2,$-bet,18,3,m
s27,experience,78,0.8571429,4.7,2.4,6,p-bet,7,4,xs
s27,experience,79,0.2,16,5,1,$-bet,5,4,xs
s27,experience,80,0.1428571,28,20,3,$-bet,7,2,xs
s27,experience,81,0.8,4,2,4,p-bet,5,5,xs
s27,experience,82,0.16666667,12,4,2,$-bet,36,3,l
s27,experience,83,0.8571429,4.7,2.4,6,p-bet,7,5,xs
s27,experience,84,0.8333333,2.4,1.2,5,p-bet,6,4,xs
s27,experience,85,0.8571429,4.7,2.4,6,p-bet,7,4,xs
s27,experience,87,0.16666667,12,4,2,$-bet,36,4,l
s27,experience,88,0.8,4,2,4,p-bet,10,4,s
s27,experience,89,0.8333333,2.4,1.2,5,p-bet,12,5,s
s27,experience,90,0.8333333,2.4,1.2,5,p-bet,18,5,m
s27,description,1,0.833,2.4,1.2,5,p-bet,,2,--
s27,description,2,0.857,4.7,4.2,6,p-bet,,4,--
s27,description,3,0.2,16,2.5,1,$-bet,,2,--
s27,description,4,0.8,4,3,4,p-bet,,4,--
s27,description,5,0.8,4,2,4,p-bet,,4,--
s27,description,6,0.143,28,5,3,$-bet,,3,--
s27,description,7,0.857,4.7,3.5,6,p-bet,,4,--
s27,description,8,0.143,28,3,3,$-bet,,3,--
s27,description,9,0.857,4.7,2.5,6,p-bet,,5,--
s27,description,10,0.143,28,3,3,$-bet,,3,--
s27,description,11,0.167,12,11,2,$-bet,,2,--
s27,description,12,0.833,2.4,2.2,5,p-bet,,2,--
s27,description,13,0.2,16,4,1,$-bet,,3,--
s27,description,14,0.2,16,4,1,$-bet,,4,--
s27,description,15,0.8,4,3.5,4,p-bet,,4,--
s27,description,16,0.833,2.4,2.2,5,p-bet,,5,--
s27,description,17,0.167,12,4,2,$-bet,,4,--
s27,description,18,0.167,12,4,2,$-bet,,3,--
s28,experience,1,0.8571429,4.7,4.7,6,p-bet,21,6,m
s28,experience,2,0.2,16,10,1,$-bet,15,4,m
s28,experience,3,0.8333333,2.4,1.8,5,p-bet,12,5,s
s28,experience,4,0.8,4,3,4,p-bet,15,5,m
s28,experience,5,0.1428571,28,17.5,3,$-bet,42,4,l
s28,experience,8,0.1428571,28,20,3,$-bet,42,5,l
s28,experience,9,0.8,4,3.9,4,p-bet,30,4,l
s28,experience,10,0.8,4,3.8,4,p-bet,30,4,l
s28,experience,11,0.8,4,3.8,4,p-bet,10,5,s
s28,experience,12,0.16666667,12,10,2,$-bet,18,5,m
s28,experience,13,0.2,16,13,1,$-bet,5,5,xs
s28,experience,14,0.2,16,14,1,$-bet,15,6,m
s28,experience,15,0.8333333,2.4,2.3,5,p-bet,18,6,m
s28,experience,16,0.8571429,4.7,4.5,6,p-bet,7,5,xs
s28,experience,18,0.16666667,12,10,2,$-bet,12,4,s
s28,experience,19,0.2,16,10,1,$-bet,5,5,xs
s28,experience,20,0.8,4,3.5,4,p-bet,5,5,xs
s28,experience,21,0.16666667,12,8,2,$-bet,18,4,m
s28,experience,22,0.8571429,4.7,4.6,6,p-bet,42,5,l
s28,experience,23,0.16666667,12,9,2,$-bet,36,4,l
s28,experience,24,0.8333333,2.4,2,5,p-bet,36,5,l
s28,experience,25,0.8333333,2.4,2,5,p-bet,12,4,s
s28,experience,26,0.1428571,28,20,3,$-bet,14,5,s
s28,experience,28,0.1428571,28,24.5,3,$-bet,42,4,l
s28,experience,29,0.8,4,2.5,4,p-bet,5,5,xs
s28,experience,31,0.8333333,2.4,2,5,p-bet,6,5,xs
s28,experience,33,0.8571429,4.7,4,6,p-bet,7,6,xs
s28,experience,35,0.8333333,2.4,2.1,5,p-bet,6,5,xs
s28,experience,36,0.2,16,11.8,1,$-bet,15,5,m
s28,experience,37,0.16666667,12,8.7,2,$-bet,12,5,s
s28,experience,38,0.8333333,2.4,1.9,5,p-bet,6,5,xs
s28,experience,40,0.16666667,12,7.5,2,$-bet,36,6,l
s28,experience,41,0.8,4,3,4,p-bet,15,6,m
s28,experience,42,0.8571429,4.7,4,6,p-bet,7,5,xs
s28,experience,43,0.8333333,2.4,2,5,p-bet,36,6,l
s28,experience,44,0.8571429,4.7,4.2,6,p-bet,14,5,s
s28,experience,45,0.8571429,4.7,3,6,p-bet,14,5,s
s28,experience,46,0.8571429,4.7,4.1,6,p-bet,42,6,l
s28,experience,48,0.8,4,3.1,4,p-bet,30,5,l
s28,experience,49,0.8571429,4.7,4.2,6,p-bet,21,5,m
s28,experience,52,0.8333333,2.4,1.8,5,p-bet,18,6,m
s28,experience,53,0.1428571,28,13.9,3,$-bet,7,4,xs
s28,experience,54,0.2,16,8.9,1,$-bet,30,5,l
s28,experience,56,0.1428571,28,13,3,$-bet,14,5,s
s28,experience,57,0.1428571,28,15,3,$-bet,21,5,m
s28,experience,59,0.8,4,2.6,4,p-bet,10,5,s
s28,experience,60,0.2,16,9.5,1,$-bet,5,5,xs
s28,experience,61,0.8571429,4.7,4,6,p-bet,21,5,m
s28,experience,62,0.1428571,28,16.8,3,$-bet,14,4,s
s28,experience,64,0.2,16,10,1,$-bet,10,4,s
s28,experience,65,0.1428571,28,15,3,$-bet,21,6,m
s28,experience,66,0.8,4,2,4,p-bet,10,4,s
s28,experience,67,0.8333333,2.4,2.1,5,p-bet,36,4,l
s28,experience,68,0.8,4,2.3,4,p-bet,5,5,xs
s28,experience,69,0.8333333,2.4,1.8,5,p-bet,12,5,s
s28,experience,70,0.16666667,12,7,2,$-bet,36,5,l
s28,experience,71,0.2,16,9,1,$-bet,10,5,s
s28,experience,72,0.8571429,4.7,4.3,6,p-bet,42,5,l
s28,experience,74,0.16666667,12,6.5,2,$-bet,12,5,s
s28,experience,75,0.16666667,12,6,2,$-bet,6,4,xs
s28,experience,76,0.2,16,7.9,1,$-bet,30,4,l
s28,experience,77,0.1428571,28,12.9,3,$-bet,21,5,m
s28,experience,78,0.8571429,4.7,3.5,6,p-bet,14,4,s
s28,experience,79,0.2,16,9,1,$-bet,30,5,l
s28,experience,80,0.1428571,28,13.9,3,$-bet,7,4,xs
s28,experience,82,0.8,4,3,4,p-bet,15,5,m
s28,experience,83,0.2,16,10,1,$-bet,10,5,s
s28,experience,84,0.1428571,28,12,3,$-bet,7,4,xs
s28,experience,85,0.16666667,12,7,2,$-bet,6,5,xs
s28,experience,86,0.16666667,12,7.2,2,$-bet,18,4,m
s28,experience,87,0.16666667,12,7,2,$-bet,6,5,xs
s28,experience,88,0.8333333,2.4,1.9,5,p-bet,18,5,m
s28,description,1,0.143,28,13.7,3,$-bet,,5,--
s28,description,2,0.8,4,3.2,4,p-bet,,5,--
s28,description,3,0.167,12,6,2,$-bet,,5,--
s28,description,4,0.143,28,13,3,$-bet,,4,--
s28,description,5,0.2,16,10.9,1,$-bet,,4,--
s28,description,6,0.167,12,6,2,$-bet,,5,--
s28,description,7,0.857,4.7,4.1,6,p-bet,,5,--
s28,description,8,0.2,16,8.8,1,$-bet,,5,--
s28,description,9,0.143,28,14,3,$-bet,,5,--
s28,description,10,0.833,2.4,2,5,p-bet,,4,--
s28,description,11,0.167,12,7,2,$-bet,,5,--
s28,description,12,0.2,16,10,1,$-bet,,5,--
s28,description,13,0.833,2.4,2,5,p-bet,,4,--
s28,description,14,0.857,4.7,4.2,6,p-bet,,5,--
s28,description,15,0.833,2.4,2.1,5,p-bet,,4,--
s28,description,16,0.8,4,3.1,4,p-bet,,4,--
s28,description,17,0.8,4,3.2,4,p-bet,,4,--
s28,description,18,0.857,4.7,4.2,6,p-bet,,5,--
s29,experience,1,0.1428571,28,5.5,3,$-bet,14,1,s
s29,experience,2,0.2,16,6.2,1,$-bet,5,2,xs
s29,experience,3,0.8571429,4.7,4,6,p-bet,14,2,s
s29,experience,5,0.8,4,3.8,4,p-bet,10,3,s
s29,experience,6,0.1428571,28,11,3,$-bet,42,2,l
s29,experience,8,0.2,16,9,1,$-bet,15,2,m
s29,experience,9,0.8,4,3.2,4,p-bet,5,2,xs
s29,experience,10,0.1428571,28,18.2,3,$-bet,21,2,m
s29,experience,11,0.8,4,4,4,p-bet,10,2,s
s29,experience,12,0.2,16,8.5,1,$-bet,10,3,s
s29,experience,14,0.8,4,3.5,4,p-bet,15,4,m
s29,experience,15,0.2,16,6.8,1,$-bet,30,3,l
s29,experience,16,0.8333333,2.4,2,5,p-bet,36,3,l
s29,experience,18,0.8333333,2.4,1.8,5,p-bet,6,4,xs
s29,experience,19,0.2,16,3.2,1,$-bet,5,4,xs
s29,experience,20,0.8571429,4.7,4.4,6,p-bet,21,4,m
s29,experience,23,0.2,16,4.5,1,$-bet,10,3,s
s29,experience,24,0.8,4,3.5,4,p-bet,30,3,l
s29,experience,26,0.16666667,12,2.4,2,$-bet,12,4,s
s29,experience,27,0.8333333,2.4,2,5,p-bet,18,4,m
s29,experience,29,0.16666667,12,3.6,2,$-bet,12,4,s
s29,experience,30,0.8571429,4.7,4.4,6,p-bet,42,5,l
s29,experience,31,0.8571429,4.7,4.4,6,p-bet,7,5,xs
s29,experience,33,0.8333333,2.4,2.2,5,p-bet,12,3,s
s29,experience,34,0.16666667,12,3.2,2,$-bet,18,3,m
s29,experience,35,0.16666667,12,5.4,2,$-bet,36,3,l
s29,experience,36,0.8,4,3.2,4,p-bet,10,4,s
s29,experience,37,0.16666667,12,4,2,$-bet,6,4,xs
s29,experience,38,0.8333333,2.4,2,5,p-bet,36,4,l
s29,experience,39,0.8333333,2.4,1.8,5,p-bet,6,4,xs
s29,experience,40,0.1428571,28,6,3,$-bet,14,4,s
s29,experience,41,0.16666667,12,3.4,2,$-bet,18,3,m
s29,experience,44,0.8,4,3.5,4,p-bet,5,4,xs
s29,experience,45,0.1428571,28,3,3,$-bet,21,3,m
s29,experience,46,0.1428571,28,2,3,$-bet,42,3,l
s29,experience,48,0.8333333,2.4,2.2,5,p-bet,12,4,s
s29,experience,49,0.8571429,4.7,4.4,6,p-bet,14,4,s
s29,experience,50,0.8,4,3,4,p-bet,30,3,l
s29,experience,51,0.8333333,2.4,2.2,5,p-bet,18,4,m
s29,experience,52,0.8333333,2.4,1.8,5,p-bet,36,4,l
s29,experience,53,0.8571429,4.7,4,6,p-bet,42,4,l
s29,experience,54,0.1428571,28,4,3,$-bet,7,4,xs
s29,experience,55,0.8,4,3.4,4,p-bet,5,4,xs
s29,experience,56,0.16666667,12,2.6,2,$-bet,6,3,xs
s29,experience,57,0.2,16,4.4,1,$-bet,30,3,l
s29,experience,59,0.16666667,12,3.2,2,$-bet,6,3,xs
s29,experience,60,0.16666667,12,2.2,2,$-bet,12,3,s
s29,experience,61,0.16666667,12,4,2,$-bet,18,2,m
s29,experience,62,0.8571429,4.7,4.4,6,p-bet,7,5,xs
s29,experience,63,0.2,16,4.2,1,$-bet,10,3,s
s29,experience,64,0.16666667,12,2,2,$-bet,36,4,l
s29,experience,66,0.1428571,28,4.4,3,$-bet,7,4,xs
s29,experience,68,0.8571429,4.7,4.5,6,p-bet,14,5,s
s29,experience,69,0.1428571,28,4,3,$-bet,7,3,xs
s29,experience,70,0.8,4,1.4,4,p-bet,15,4,m
s29,experience,71,0.1428571,28,6.4,3,$-bet,42,4,l
s29,experience,72,0.8571429,4.7,4,6,p-bet,21,4,m
s29,experience,73,0.1428571,28,3.4,3,$-bet,21,4,m
s29,experience,74,0.8333333,2.4,2,5,p-bet,12,4,s
s29,experience,75,0.8571429,4.7,4.2,6,p-bet,21,4,m
s29,experience,77,0.8571429,4.7,4,6,p-bet,7,4,xs
s29,experience,78,0.8,4,3.4,4,p-bet,15,4,m
s29,experience,79,0.2,16,5.2,1,$-bet,15,3,m
s29,experience,80,0.8,4,3,4,p-bet,30,4,l
s29,experience,81,0.2,16,4.6,1,$-bet,15,3,m
s29,experience,82,0.8333333,2.4,2,5,p-bet,6,4,xs
s29,experience,83,0.8571429,4.7,4,6,p-bet,42,4,l
s29,experience,84,0.16666667,12,4.2,2,$-bet,36,4,l
s29,experience,87,0.2,16,4,1,$-bet,5,4,xs
s29,experience,88,0.2,16,4.2,1,$-bet,30,3,l
s29,experience,89,0.8333333,2.4,2,5,p-bet,18,4,m
s29,experience,90,0.1428571,28,4.2,3,$-bet,14,4,s
s29,description,1,0.167,12,4,2,$-bet,,3,--
s29,description,2,0.833,2.4,2.2,5,p-bet,,4,--
s29,description,3,0.8,4,3.4,4,p-bet,,4,--
s29,description,4,0.167,12,3.4,2,$-bet,,4,--
s29,description,5,0.833,2.4,2,5,p-bet,,4,--
s29,description,6,0.833,2.4,2,5,p-bet,,4,--
s29,description,7,0.143,28,4,3,$-bet,,4,--
s29,description,8,0.143,28,4.4,3,$-bet,,3,--
s29,description,9,0.2,16,3.8,1,$-bet,,4,--
s29,description,10,0.8,4,3.5,4,p-bet,,4,--
s29,description,11,0.2,16,3.4,1,$-bet,,4,--
s29,description,12,0.8,4,3.5,4,p-bet,,4,--
s29,description,13,0.857,4.7,4.2,6,p-bet,,3,--
s29,description,14,0.2,16,2.5,1,$-bet,,3,--
s29,description,15,0.857,4.7,4.2,6,p-bet,,4,--
s29,description,16,0.143,28,3.2,3,$-bet,,4,--
s29,description,17,0.857,4.7,4.4,6,p-bet,,4,--
s29,description,18,0.167,12,3,2,$-bet,,3,--
s30,experience,1,0.1428571,28,4,3,$-bet,21,3,m
s30,experience,4,0.8,4,3.5,4,p-bet,30,5,l
s30,experience,5,0.8571429,4.7,4,6,p-bet,42,5,l
s30,experience,6,0.8,4,3.6,4,p-bet,30,4,l
s30,experience,7,0.8571429,4.7,4.4,6,p-bet,42,5,l
s30,experience,8,0.8571429,4.7,4.1,6,p-bet,7,4,xs
s30,experience,9,0.8,4,3.3,4,p-bet,15,5,m
s30,experience,10,0.8,4,3.6,4,p-bet,10,4,s
s30,experience,11,0.16666667,12,4,2,$-bet,12,3,s
s30,experience,12,0.8,4,3.4,4,p-bet,15,4,m
s30,experience,14,0.1428571,28,3,3,$-bet,42,4,l
s30,experience,15,0.2,16,2.5,1,$-bet,10,3,s
s30,experience,16,0.8333333,2.4,2,5,p-bet,6,4,xs
s30,experience,17,0.1428571,28,3,3,$-bet,21,3,m
s30,experience,18,0.8333333,2.4,2,5,p-bet,12,5,s
s30,experience,19,0.1428571,28,2.8,3,$-bet,42,4,l
s30,experience,21,0.2,16,3,1,$-bet,10,4,s
s30,experience,22,0.8571429,4.7,3.8,6,p-bet,14,5,s
s30,experience,23,0.8,4,3.3,4,p-bet,10,5,s
s30,experience,24,0.8,4,3.5,4,p-bet,5,5,xs
s30,experience,25,0.8,4,3.6,4,p-bet,10,5,s
s30,experience,26,0.16666667,12,3,2,$-bet,18,4,m
s30,experience,27,0.16666667,12,3,2,$-bet,6,4,xs
s30,experience,28,0.8333333,2.4,2.1,5,p-bet,36,5,l
s30,experience,29,0.8333333,2.4,2.2,5,p-bet,6,5,xs
s30,experience,30,0.1428571,28,4,3,$-bet,14,4,s
s30,experience,32,0.16666667,12,3,2,$-bet,36,4,l
s30,experience,33,0.2,16,3.5,1,$-bet,5,4,xs
s30,experience,34,0.8333333,2.4,2,5,p-bet,12,5,s
s30,experience,37,0.2,16,4,1,$-bet,10,4,s
s30,experience,38,0.2,16,3.5,1,$-bet,15,4,m
s30,experience,40,0.8,4,3.3,4,p-bet,15,5,m
s30,experience,41,0.8,4,3.6,4,p-bet,30,6,l
s30,experience,42,0.2,16,9,1,$-bet,15,4,m
s30,experience,43,0.2,16,4.5,1,$-bet,15,4,m
s30,experience,45,0.16666667,12,4.5,2,$-bet,12,4,s
s30,experience,46,0.1428571,28,9,3,$-bet,7,5,xs
s30,experience,47,0.16666667,12,5,2,$-bet,6,5,xs
s30,experience,48,0.1428571,28,4,3,$-bet,21,5,m
s30,experience,50,0.1428571,28,4,3,$-bet,7,4,xs
s30,experience,51,0.8571429,4.7,4.1,6,p-bet,14,6,s
s30,experience,53,0.1428571,28,5,3,$-bet,14,4,s
s30,experience,55,0.16666667,12,2,2,$-bet,36,4,l
s30,experience,56,0.8333333,2.4,2.1,5,p-bet,18,6,m
s30,experience,57,0.16666667,12,2.5,2,$-bet,18,4,m
s30,experience,58,0.8571429,4.7,4.3,6,p-bet,21,6,m
s30,experience,60,0.8571429,4.7,4.4,6,p-bet,14,5,s
s30,experience,61,0.8333333,2.4,2.1,5,p-bet,18,6,m
s30,experience,62,0.2,16,2.5,1,$-bet,30,4,l
s30,experience,63,0.8333333,2.4,2,5,p-bet,18,5,m
s30,experience,64,0.8333333,2.4,2.1,5,p-bet,36,5,l
s30,experience,65,0.1428571,28,3,3,$-bet,42,4,l
s30,experience,67,0.16666667,12,2.5,2,$-bet,18,4,m
s30,experience,69,0.2,16,3.5,1,$-bet,30,4,l
s30,experience,70,0.1428571,28,4,3,$-bet,7,4,xs
s30,experience,71,0.8,4,3.3,4,p-bet,5,6,xs
s30,experience,72,0.2,16,4,1,$-bet,5,5,xs
s30,experience,73,0.8571429,4.7,4.3,6,p-bet,21,6,m
s30,experience,74,0.8333333,2.4,2.2,5,p-bet,6,6,xs
s30,experience,75,0.8571429,4.7,4.5,6,p-bet,7,6,xs
s30,experience,76,0.8571429,4.7,4.2,6,p-bet,21,6,m
s30,experience,77,0.2,16,3.5,1,$-bet,30,4,l
s30,experience,78,0.2,16,3.5,1,$-bet,5,4,xs
s30,experience,79,0.16666667,12,3,2,$-bet,12,3,s
s30,experience,80,0.16666667,12,3,2,$-bet,6,3,xs
s30,experience,81,0.8333333,2.4,2.2,5,p-bet,12,5,s
s30,experience,82,0.8571429,4.7,4.5,6,p-bet,7,5,xs
s30,experience,83,0.8333333,2.4,2.2,5,p-bet,36,5,l
s30,experience,84,0.8,4,3.3,4,p-bet,5,5,xs
s30,experience,85,0.1428571,28,10,3,$-bet,14,3,s
s30,experience,87,0.16666667,12,3,2,$-bet,36,3,l
s30,experience,90,0.8571429,4.7,4.2,6,p-bet,42,4,l
s30,description,1,0.143,28,5,3,$-bet,,4,--
s30,description,2,0.8,4,3,4,p-bet,,5,--
s30,description,3,0.2,16,3.5,1,$-bet,,3,--
s30,description,4,0.857,4.7,4,6,p-bet,,5,--
s30,description,5,0.833,2.4,2.1,5,p-bet,,5,--
s30,description,6,0.833,2.4,2.1,5,p-bet,,5,--
s30,description,7,0.833,2.4,2.1,5,p-bet,,5,--
s30,description,8,0.8,4,3.2,4,p-bet,,5,--
s30,description,9,0.167,12,2.5,2,$-bet,,3,--
s30,description,10,0.2,16,3.5,1,$-bet,,4,--
s30,description,11,0.2,16,3.5,1,$-bet,,4,--
s30,description,12,0.8,4,3.1,4,p-bet,,5,--
s30,description,13,0.143,28,4.5,3,$-bet,,4,--
s30,description,14,0.167,12,3,2,$-bet,,3,--
s30,description,15,0.857,4.7,4.2,6,p-bet,,4,--
s30,description,16,0.167,12,3,2,$-bet,,3,--
s30,description,17,0.857,4.7,4.1,6,p-bet,,5,--
s30,description,18,0.143,28,4.2,3,$-bet,,4,--
s31,experience,3,0.16666667,12,3,2,$-bet,36,5,l
s31,experience,4,0.16666667,12,4,2,$-bet,36,5,l
s31,experience,6,0.8333333,2.4,1.6,5,p-bet,6,5,xs
s31,experience,7,0.1428571,28,5,3,$-bet,42,5,l
s31,experience,8,0.1428571,28,4,3,$-bet,14,5,s
s31,experience,10,0.16666667,12,4,2,$-bet,12,5,s
s31,experience,11,0.8333333,2.4,1.5,5,p-bet,12,5,s
s31,experience,12,0.16666667,12,5,2,$-bet,18,5,m
s31,experience,14,0.8571429,4.7,2,6,p-bet,42,5,l
s31,experience,16,0.8571429,4.7,2,6,p-bet,42,5,l
s31,experience,17,0.8,4,1.5,4,p-bet,30,5,l
s31,experience,19,0.16666667,12,5,2,$-bet,6,5,xs
s31,experience,20,0.8571429,4.7,1.5,6,p-bet,14,5,s
s31,experience,21,0.8,4,1.5,4,p-bet,30,5,l
s31,experience,22,0.8571429,4.7,1.5,6,p-bet,7,5,xs
s31,experience,23,0.1428571,28,6,3,$-bet,21,5,m
s31,experience,24,0.8571429,4.7,1.5,6,p-bet,21,5,m
s31,experience,25,0.8333333,2.4,1,5,p-bet,36,5,l
s31,experience,26,0.8,4,1.5,4,p-bet,10,5,s
s31,experience,27,0.2,16,2,1,$-bet,30,5,l
s31,experience,29,0.8571429,4.7,1,6,p-bet,7,5,xs
s31,experience,31,0.2,16,4.5,1,$-bet,10,5,s
s31,experience,32,0.8,4,2,4,p-bet,5,5,xs
s31,experience,33,0.8,4,1.2,4,p-bet,10,5,s
s31,experience,34,0.8,4,1.3,4,p-bet,15,5,m
s31,experience,35,0.2,16,4,1,$-bet,15,5,m
s31,experience,36,0.8571429,4.7,1,6,p-bet,42,5,l
s31,experience,37,0.1428571,28,8,3,$-bet,7,5,xs
s31,experience,38,0.16666667,12,4,2,$-bet,12,5,s
s31,experience,39,0.1428571,28,6,3,$-bet,42,5,l
s31,experience,40,0.8333333,2.4,1,5,p-bet,36,5,l
s31,experience,41,0.8,4,1,4,p-bet,15,5,m
s31,experience,42,0.8333333,2.4,1,5,p-bet,18,5,m
s31,experience,43,0.16666667,12,6,2,$-bet,6,5,xs
s31,experience,44,0.8333333,2.4,1,5,p-bet,18,5,m
s31,experience,45,0.8333333,2.4,1,5,p-bet,36,5,l
s31,experience,47,0.1428571,28,8,3,$-bet,42,5,l
s31,experience,48,0.16666667,12,4,2,$-bet,18,5,m
s31,experience,49,0.8571429,4.7,2,6,p-bet,14,5,s
s31,experience,50,0.2,16,4,1,$-bet,30,5,l
s31,experience,51,0.8333333,2.4,1,5,p-bet,18,5,m
s31,experience,52,0.2,16,3,1,$-bet,5,5,xs
s31,experience,53,0.8,4,1,4,p-bet,15,5,m
s31,experience,54,0.8571429,4.7,2,6,p-bet,21,5,m
s31,experience,55,0.2,16,3,1,$-bet,15,5,m
s31,experience,57,0.8571429,4.7,3,6,p-bet,14,5,s
s31,experience,58,0.1428571,28,12,3,$-bet,21,5,m
s31,experience,59,0.8571429,4.7,3,6,p-bet,7,5,xs
s31,experience,61,0.1428571,28,16,3,$-bet,7,5,xs
s31,experience,63,0.8333333,2.4,2,5,p-bet,6,5,xs
s31,experience,64,0.16666667,12,4,2,$-bet,12,5,s
s31,experience,67,0.8,4,2,4,p-bet,30,5,l
s31,experience,68,0.1428571,28,16,3,$-bet,14,5,s
s31,experience,69,0.2,16,4,1,$-bet,10,5,s
s31,experience,70,0.2,16,8,1,$-bet,30,5,l
s31,experience,71,0.1428571,28,12,3,$-bet,21,5,m
s31,experience,72,0.16666667,12,4,2,$-bet,6,5,xs
s31,experience,74,0.8,4,2,4,p-bet,10,5,s
s31,experience,75,0.16666667,12,2,2,$-bet,36,5,l
s31,experience,76,0.1428571,28,12,3,$-bet,7,5,xs
s31,experience,77,0.1428571,28,12,3,$-bet,14,5,s
s31,experience,78,0.8333333,2.4,1,5,p-bet,6,5,xs
s31,experience,79,0.16666667,12,4,2,$-bet,18,5,m
s31,experience,80,0.8333333,2.4,2,5,p-bet,12,5,s
s31,experience,81,0.2,16,4,1,$-bet,15,5,m
