id,condition,trial,gambleid,gambletype,gamblep,gamblex,samplesizecat,samplesize,value,confidence
s41,experience,1,4,p-bet,0.8,4,s,10,1.9,5
s41,experience,2,2,$-bet,0.16666667,12,xs,6,2,5
s41,experience,3,5,p-bet,0.8333333,2.4,m,18,2.2,5
s41,experience,5,5,p-bet,0.8333333,2.4,l,36,2,5
s41,experience,6,2,$-bet,0.16666667,12,m,18,3,5
s41,experience,7,4,p-bet,0.8,4,l,30,3.3,5
s41,experience,9,2,$-bet,0.16666667,12,l,36,2,5
s41,experience,11,5,p-bet,0.8333333,2.4,xs,6,2.3,5
s41,experience,12,4,p-bet,0.8,4,xs,5,3.9,5
s41,experience,14,3,$-bet,0.1428571,28,s,14,6,5
s41,experience,15,6,p-bet,0.8571429,4.7,m,21,3.9,5
s41,experience,16,2,$-bet,0.16666667,12,l,36,3,5
s41,experience,18,3,$-bet,0.1428571,28,s,14,4,5
s41,experience,19,1,$-bet,0.2,16,m,15,4,5
s41,experience,20,1,$-bet,0.2,16,xs,5,3,4
s41,experience,22,3,$-bet,0.1428571,28,s,14,10,4
s41,experience,23,3,$-bet,0.1428571,28,m,21,4,5
s41,experience,24,2,$-bet,0.16666667,12,s,12,3,5
s41,experience,25,6,p-bet,0.8571429,4.7,l,42,3.4,5
s41,experience,26,6,p-bet,0.8571429,4.7,s,14,4.1,5
s41,experience,27,3,$-bet,0.1428571,28,m,21,4,5
s41,experience,29,1,$-bet,0.2,16,l,30,7,4
s41,experience,30,6,p-bet,0.8571429,4.7,l,42,4.2,5
s41,experience,31,3,$-bet,0.1428571,28,xs,7,2,5
s41,experience,34,6,p-bet,0.8571429,4.7,xs,7,4.5,4
s41,experience,35,6,p-bet,0.8571429,4.7,xs,7,4.5,5
s41,experience,36,1,$-bet,0.2,16,s,10,3,5
s41,experience,38,6,p-bet,0.8571429,4.7,s,14,4.6,4
s41,experience,40,1,$-bet,0.2,16,m,15,3,4
s41,experience,41,5,p-bet,0.8333333,2.4,l,36,2,5
s41,experience,42,2,$-bet,0.16666667,12,m,18,2,5
s41,experience,43,6,p-bet,0.8571429,4.7,l,42,4.4,5
s41,experience,44,5,p-bet,0.8333333,2.4,s,12,1.9,4
s41,experience,45,2,$-bet,0.16666667,12,s,12,2,4
s41,experience,46,3,$-bet,0.1428571,28,xs,7,2,5
s41,experience,47,1,$-bet,0.2,16,m,15,3,5
s41,experience,48,5,p-bet,0.8333333,2.4,s,12,2.1,5
s41,experience,49,4,p-bet,0.8,4,s,10,3,5
s41,experience,50,5,p-bet,0.8333333,2.4,xs,6,2.3,5
s41,experience,51,1,$-bet,0.2,16,s,10,2,4
s41,experience,52,4,p-bet,0.8,4,l,30,3,4
s41,experience,53,4,p-bet,0.8,4,m,15,3.2,5
s41,experience,54,1,$-bet,0.2,16,s,10,3,4
s41,experience,55,2,$-bet,0.16666667,12,m,18,4,4
s41,experience,59,2,$-bet,0.16666667,12,l,36,3.5,4
s41,experience,60,2,$-bet,0.16666667,12,xs,6,1,5
s41,experience,61,3,$-bet,0.1428571,28,m,21,4,5
s41,experience,63,4,p-bet,0.8,4,xs,5,2,4
s41,experience,64,5,p-bet,0.8333333,2.4,m,18,2.3,5
s41,experience,65,3,$-bet,0.1428571,28,l,42,5,4
s41,experience,66,4,p-bet,0.8,4,xs,5,3,5
s41,experience,68,3,$-bet,0.1428571,28,xs,7,2,5
s41,experience,69,6,p-bet,0.8571429,4.7,m,21,4,5
s41,experience,70,5,p-bet,0.8333333,2.4,xs,6,1.9,4
s41,experience,71,2,$-bet,0.16666667,12,s,12,1,5
s41,experience,72,2,$-bet,0.16666667,12,xs,6,1,5
s41,experience,73,4,p-bet,0.8,4,m,15,3,4
s41,experience,75,6,p-bet,0.8571429,4.7,m,21,3.5,5
s41,experience,76,4,p-bet,0.8,4,s,10,3,5
s41,experience,77,5,p-bet,0.8333333,2.4,m,18,1.9,4
s41,experience,79,6,p-bet,0.8571429,4.7,s,14,3.2,4
s41,experience,80,4,p-bet,0.8,4,l,30,3.5,5
s41,experience,81,3,$-bet,0.1428571,28,l,42,2,5
s41,experience,82,5,p-bet,0.8333333,2.4,l,36,1.5,4
s41,experience,83,1,$-bet,0.2,16,l,30,3,5
s41,experience,84,1,$-bet,0.2,16,xs,5,2,4
s41,experience,85,6,p-bet,0.8571429,4.7,xs,7,4,5
s41,experience,86,4,p-bet,0.8,4,m,15,3.5,5
s41,experience,87,3,$-bet,0.1428571,28,l,42,4,5
s41,experience,88,5,p-bet,0.8333333,2.4,s,12,2,5
s41,experience,89,1,$-bet,0.2,16,xs,5,1,5
s41,experience,90,1,$-bet,0.2,16,l,30,1.5,5
s41,description,1,6,p-bet,0.857,4.7,--,,3.9,4
s41,description,2,3,$-bet,0.143,28,--,,2,4
s41,description,3,1,$-bet,0.2,16,--,,2,4
s41,description,4,6,p-bet,0.857,4.7,--,,3.5,5
s41,description,5,4,p-bet,0.8,4,--,,3.5,4
s41,description,6,3,$-bet,0.143,28,--,,3,4
s41,description,7,1,$-bet,0.2,16,--,,2,5
s41,description,8,4,p-bet,0.8,4,--,,3,5
s41,description,9,2,$-bet,0.167,12,--,,2,4
s41,description,10,4,p-bet,0.8,4,--,,3,5
s41,description,11,5,p-bet,0.833,2.4,--,,1.9,4
s41,description,12,5,p-bet,0.833,2.4,--,,1.9,4
s41,description,13,5,p-bet,0.833,2.4,--,,1.8,5
s41,description,14,1,$-bet,0.2,16,--,,2.5,4
s41,description,15,2,$-bet,0.167,12,--,,1.9,4
s41,description,16,3,$-bet,0.143,28,--,,3,4
s41,description,17,6,p-bet,0.857,4.7,--,,4,5
s41,description,18,2,$-bet,0.167,12,--,,2,4
s42,experience,1,4,p-bet,0.8,4,l,30,3.8,5
s42,experience,2,4,p-bet,0.8,4,xs,5,3,3
s42,experience,4,4,p-bet,0.8,4,s,10,3,4
s42,experience,5,3,$-bet,0.1428571,28,s,14,5,3
s42,experience,6,5,p-bet,0.8333333,2.4,m,18,2.1,2
s42,experience,7,5,p-bet,0.8333333,2.4,l,36,1.9,3
s42,experience,9,3,$-bet,0.1428571,28,l,42,6.6,3
s42,experience,10,5,p-bet,0.8333333,2.4,m,18,2.2,2
s42,experience,12,3,$-bet,0.1428571,28,l,42,4,0
s42,experience,13,6,p-bet,0.8571429,4.7,xs,7,4,2
s42,experience,14,2,$-bet,0.16666667,12,s,12,2,3
s42,experience,15,5,p-bet,0.8333333,2.4,s,12,2,3
s42,experience,16,3,$-bet,0.1428571,28,m,21,5,3
s42,experience,17,2,$-bet,0.16666667,12,l,36,1.6,2
s42,experience,18,4,p-bet,0.8,4,m,15,2.6,3
s42,experience,19,1,$-bet,0.2,16,s,10,3.2,3
s42,experience,21,1,$-bet,0.2,16,s,10,3.2,3
s42,experience,22,1,$-bet,0.2,16,xs,5,4,4
s42,experience,23,2,$-bet,0.16666667,12,s,12,3,4
s42,experience,24,3,$-bet,0.1428571,28,s,14,3.2,4
s42,experience,25,4,p-bet,0.8,4,l,30,3.2,3
s42,experience,27,2,$-bet,0.16666667,12,l,36,2.4,2
s42,experience,28,1,$-bet,0.2,16,xs,5,3.6,3
s42,experience,29,5,p-bet,0.8333333,2.4,l,36,1.9,3
s42,experience,30,6,p-bet,0.8571429,4.7,m,21,4.3,3
s42,experience,31,1,$-bet,0.2,16,m,15,4,1
s42,experience,36,5,p-bet,0.8333333,2.4,xs,6,2,3
s42,experience,38,6,p-bet,0.8571429,4.7,m,21,4.2,3
s42,experience,40,5,p-bet,0.8333333,2.4,l,36,2.1,2
s42,experience,41,3,$-bet,0.1428571,28,l,42,3.5,1
s42,experience,42,3,$-bet,0.1428571,28,xs,7,4,2
s42,experience,43,2,$-bet,0.16666667,12,xs,6,2,3
s42,experience,44,2,$-bet,0.16666667,12,xs,6,2,3
s42,experience,45,6,p-bet,0.8571429,4.7,s,14,4.3,3
s42,experience,46,6,p-bet,0.8571429,4.7,xs,7,4.1,3
s42,experience,47,1,$-bet,0.2,16,m,15,4.6,3
s42,experience,48,2,$-bet,0.16666667,12,m,18,1.5,3
s42,experience,49,4,p-bet,0.8,4,xs,5,2.8,3
s42,experience,50,3,$-bet,0.1428571,28,m,21,4.9,3
s42,experience,51,3,$-bet,0.1428571,28,m,21,5.2,3
s42,experience,52,5,p-bet,0.8333333,2.4,xs,6,1.8,3
s42,experience,53,6,p-bet,0.8571429,4.7,s,14,4.1,3
s42,experience,54,2,$-bet,0.16666667,12,xs,6,1.9,3
s42,experience,55,3,$-bet,0.1428571,28,s,14,3.5,0
s42,experience,56,1,$-bet,0.2,16,xs,5,3,2
s42,experience,57,4,p-bet,0.8,4,l,30,3.2,3
s42,experience,59,2,$-bet,0.16666667,12,m,18,2.3,3
s42,experience,60,4,p-bet,0.8,4,m,15,3.2,3
s42,experience,61,1,$-bet,0.2,16,s,10,3.3,3
s42,experience,62,4,p-bet,0.8,4,s,10,3.2,3
s42,experience,63,6,p-bet,0.8571429,4.7,l,42,4.2,3
s42,experience,65,1,$-bet,0.2,16,l,30,2.4,3
s42,experience,66,6,p-bet,0.8571429,4.7,m,21,4.3,3
s42,experience,67,1,$-bet,0.2,16,l,30,3.2,3
s42,experience,69,2,$-bet,0.16666667,12,s,12,10,3
s42,experience,70,4,p-bet,0.8,4,s,10,3.3,3
s42,experience,71,5,p-bet,0.8333333,2.4,s,12,1.7,3
s42,experience,72,4,p-bet,0.8,4,xs,5,2.5,1
s42,experience,73,5,p-bet,0.8333333,2.4,s,12,2.1,3
s42,experience,74,2,$-bet,0.16666667,12,m,18,11,1
s42,experience,75,2,$-bet,0.16666667,12,l,36,2.4,1
s42,experience,76,6,p-bet,0.8571429,4.7,l,42,3.6,3
s42,experience,77,4,p-bet,0.8,4,m,15,3.6,3
s42,experience,78,3,$-bet,0.1428571,28,xs,7,2.8,3
s42,experience,79,1,$-bet,0.2,16,l,30,3,3
s42,experience,82,3,$-bet,0.1428571,28,xs,7,3.6,2
s42,experience,84,6,p-bet,0.8571429,4.7,l,42,3.3,2
s42,experience,85,6,p-bet,0.8571429,4.7,s,14,4.1,3
s42,experience,86,6,p-bet,0.8571429,4.7,xs,7,1.8,2
s42,experience,88,5,p-bet,0.8333333,2.4,m,18,2,3
s42,experience,89,1,$-bet,0.2,16,m,15,1.6,2
s42,experience,90,5,p-bet,0.8333333,2.4,xs,6,2.1,2
s42,description,1,3,$-bet,0.143,28,--,,4.2,3
s42,description,2,2,$-bet,0.167,12,--,,2.3,3
s42,description,3,2,$-bet,0.167,12,--,,2.3,2
s42,description,4,1,$-bet,0.2,16,--,,3.2,3
s42,description,5,6,p-bet,0.857,4.7,--,,4,3
s42,description,6,4,p-bet,0.8,4,--,,3.2,3
s42,description,7,4,p-bet,0.8,4,--,,3.2,3
s42,description,8,3,$-bet,0.143,28,--,,4.2,3
s42,description,9,5,p-bet,0.833,2.4,--,,2,3
s42,description,10,3,$-bet,0.143,28,--,,4.2,3
s42,description,11,5,p-bet,0.833,2.4,--,,2,3
s42,description,12,1,$-bet,0.2,16,--,,3.2,3
s42,description,13,4,p-bet,0.8,4,--,,3.2,3
s42,description,14,1,$-bet,0.2,16,--,,3.2,3
s42,description,15,6,p-bet,0.857,4.7,--,,4,3
s42,description,16,5,p-bet,0.833,2.4,--,,2,3
s42,description,17,6,p-bet,0.857,4.7,--,,3.2,3
s42,description,18,2,$-bet,0.167,12,--,,1.9,2
s43,experience,2,5,p-bet,0.8333333,2.4,xs,6,2.4,5
s43,experience,3,3,$-bet,0.1428571,28,xs,7,2.8,5
s43,experience,5,5,p-bet,0.8333333,2.4,xs,6,2.2,5
s43,experience,7,6,p-bet,0.8571429,4.7,m,21,4.5,5
s43,experience,8,3,$-bet,0.1428571,28,m,21,10,4
s43,experience,9,3,$-bet,0.1428571,28,l,42,9,3
s43,experience,10,6,p-bet,0.8571429,4.7,xs,7,4.6,6
s43,experience,11,4,p-bet,0.8,4,m,15,3.7,5
s43,experience,12,6,p-bet,0.8571429,4.7,m,21,4.5,5
s43,experience,13,1,$-bet,0.2,16,m,15,8,6
s43,experience,15,6,p-bet,0.8571429,4.7,l,42,4.4,5
s43,experience,17,1,$-bet,0.2,16,l,30,5,5
s43,experience,18,5,p-bet,0.8333333,2.4,l,36,2.2,4
s43,experience,20,4,p-bet,0.8,4,l,30,3.7,5
s43,experience,21,4,p-bet,0.8,4,xs,5,4,6
s43,experience,22,3,$-bet,0.1428571,28,s,14,6,6
s43,experience,24,5,p-bet,0.8333333,2.4,xs,6,2.4,5
s43,experience,25,3,$-bet,0.1428571,28,m,21,5,4
s43,experience,27,2,$-bet,0.16666667,12,s,12,4,4
s43,experience,28,3,$-bet,0.1428571,28,xs,7,4,4
s43,experience,29,3,$-bet,0.1428571,28,l,42,8,4
s43,experience,30,3,$-bet,0.1428571,28,s,14,8,4
s43,experience,31,4,p-bet,0.8,4,xs,5,4,5
s43,experience,32,6,p-bet,0.8571429,4.7,xs,7,4.7,6
s43,experience,33,5,p-bet,0.8333333,2.4,m,18,2.2,5
s43,experience,35,5,p-bet,0.8333333,2.4,l,36,1.5,5
s43,experience,36,2,$-bet,0.16666667,12,xs,6,3,5
s43,experience,38,1,$-bet,0.2,16,s,10,6,4
s43,experience,39,4,p-bet,0.8,4,xs,5,4,6
s43,experience,40,6,p-bet,0.8571429,4.7,xs,7,4.7,6
s43,experience,41,5,p-bet,0.8333333,2.4,m,18,2.1,4
s43,experience,42,2,$-bet,0.16666667,12,l,36,5,5
s43,experience,44,2,$-bet,0.16666667,12,xs,6,4,6
s43,experience,47,1,$-bet,0.2,16,xs,5,4,6
s43,experience,49,1,$-bet,0.2,16,m,15,6,4
s43,experience,50,4,p-bet,0.8,4,m,15,3,5
s43,experience,51,6,p-bet,0.8571429,4.7,l,42,3.8,5
s43,experience,52,6,p-bet,0.8571429,4.7,s,14,4.3,6
s43,experience,54,4,p-bet,0.8,4,l,30,2,5
s43,experience,55,2,$-bet,0.16666667,12,xs,6,3,5
s43,experience,56,3,$-bet,0.1428571,28,s,14,7,4
s43,experience,57,5,p-bet,0.8333333,2.4,s,12,2.3,6
s43,experience,58,6,p-bet,0.8571429,4.7,s,14,4.7,1
s43,experience,59,4,p-bet,0.8,4,s,10,3.7,5
s43,experience,60,2,$-bet,0.16666667,12,s,12,3,6
s43,experience,61,1,$-bet,0.2,16,s,10,4,6
s43,experience,62,4,p-bet,0.8,4,s,10,3.8,6
s43,experience,63,6,p-bet,0.8571429,4.7,m,21,4.2,5
s43,experience,64,4,p-bet,0.8,4,l,30,2.5,5
s43,experience,65,3,$-bet,0.1428571,28,l,42,6,4
s43,experience,66,5,p-bet,0.8333333,2.4,m,18,2,5
s43,experience,67,1,$-bet,0.2,16,s,10,5,4
s43,experience,68,2,$-bet,0.16666667,12,s,12,3,5
s43,experience,69,3,$-bet,0.1428571,28,xs,7,3,6
s43,experience,70,2,$-bet,0.16666667,12,m,18,3,4
s43,experience,71,2,$-bet,0.16666667,12,m,18,3,5
s43,experience,72,1,$-bet,0.2,16,xs,5,2.5,5
s43,experience,73,5,p-bet,0.8333333,2.4,l,36,1.8,5
s43,experience,74,4,p-bet,0.8,4,m,15,3.7,6
s43,experience,75,6,p-bet,0.8571429,4.7,l,42,3.9,5
s43,experience,76,2,$-bet,0.16666667,12,m,18,4,5
s43,experience,77,4,p-bet,0.8,4,s,10,3.7,6
s43,experience,78,1,$-bet,0.2,16,xs,5,4,5
s43,experience,81,5,p-bet,0.8333333,2.4,s,12,2.4,6
s43,experience,82,2,$-bet,0.16666667,12,l,36,5,5
s43,experience,83,1,$-bet,0.2,16,m,15,7,5
s43,experience,84,5,p-bet,0.8333333,2.4,s,12,2.2,6
s43,experience,85,1,$-bet,0.2,16,l,30,6,5
s43,experience,86,1,$-bet,0.2,16,l,30,6,5
s43,experience,87,3,$-bet,0.1428571,28,m,21,6,5
s43,experience,89,2,$-bet,0.16666667,12,l,36,4,5
s43,experience,90,6,p-bet,0.8571429,4.7,s,14,4.4,6
s43,description,1,4,p-bet,0.8,4,--,,3.8,5
s43,description,2,3,$-bet,0.143,28,--,,5,5
s43,description,3,2,$-bet,0.167,12,--,,3.5,5
s43,description,4,4,p-bet,0.8,4,--,,3.7,5
s43,description,5,3,$-bet,0.143,28,--,,6,5
s43,description,6,1,$-bet,0.2,16,--,,3.5,5
s43,description,7,6,p-bet,0.857,4.7,--,,4.5,5
s43,description,8,5,p-bet,0.833,2.4,--,,2.2,5
s43,description,9,2,$-bet,0.167,12,--,,2.5,5
s43,description,10,1,$-bet,0.2,16,--,,4,5
s43,description,11,2,$-bet,0.167,12,--,,4,4
s43,description,12,5,p-bet,0.833,2.4,--,,2.3,2
s43,description,13,6,p-bet,0.857,4.7,--,,4.2,5
s43,description,14,5,p-bet,0.833,2.4,--,,2.2,5
s43,description,15,1,$-bet,0.2,16,--,,4,5
s43,description,16,4,p-bet,0.8,4,--,,3.8,5
s43,description,17,6,p-bet,0.857,4.7,--,,4.4,5
s43,description,18,3,$-bet,0.143,28,--,,6,5
s44,experience,1,2,$-bet,0.16666667,12,m,18,6,5
s44,experience,2,4,p-bet,0.8,4,s,10,3.9,5
s44,experience,3,4,p-bet,0.8,4,s,10,4,6
s44,experience,5,1,$-bet,0.2,16,m,15,10,3
s44,experience,6,3,$-bet,0.1428571,28,m,21,10,3
s44,experience,7,3,$-bet,0.1428571,28,xs,7,25,3
s44,experience,8,2,$-bet,0.16666667,12,s,12,5,4
s44,experience,9,6,p-bet,0.8571429,4.7,s,14,4.6,4
s44,experience,11,6,p-bet,0.8571429,4.7,l,42,3,4
s44,experience,12,6,p-bet,0.8571429,4.7,l,42,2.5,3
s44,experience,13,6,p-bet,0.8571429,4.7,xs,7,2,4
s44,experience,14,6,p-bet,0.8571429,4.7,xs,7,3,4
s44,experience,17,5,p-bet,0.8333333,2.4,xs,6,1,3
s44,experience,18,4,p-bet,0.8,4,xs,5,2,3
s44,experience,19,4,p-bet,0.8,4,l,30,2.5,3
s44,experience,20,4,p-bet,0.8,4,m,15,3,4
s44,experience,21,2,$-bet,0.16666667,12,xs,6,8,4
s44,experience,22,5,p-bet,0.8333333,2.4,m,18,1,3
s44,experience,23,1,$-bet,0.2,16,s,10,6,4
s44,experience,25,6,p-bet,0.8571429,4.7,s,14,2,4
s44,experience,26,6,p-bet,0.8571429,4.7,m,21,3,4
s44,experience,31,3,$-bet,0.1428571,28,s,14,5,3
s44,experience,32,5,p-bet,0.8333333,2.4,m,18,1,2
s44,experience,34,5,p-bet,0.8333333,2.4,s,12,2,4
s44,experience,35,1,$-bet,0.2,16,xs,5,5,4
s44,experience,36,2,$-bet,0.16666667,12,l,36,4,4
s44,experience,38,5,p-bet,0.8333333,2.4,l,36,2,4
s44,experience,39,3,$-bet,0.1428571,28,l,42,26,4
s44,experience,40,6,p-bet,0.8571429,4.7,m,21,4.7,4
s44,experience,41,4,p-bet,0.8,4,xs,5,3,4
s44,experience,42,2,$-bet,0.16666667,12,xs,6,4,4
s44,experience,44,5,p-bet,0.8333333,2.4,m,18,1,3
s44,experience,45,4,p-bet,0.8,4,l,30,3,4
s44,experience,46,3,$-bet,0.1428571,28,l,42,28,4
s44,experience,47,5,p-bet,0.8333333,2.4,xs,6,2,3
s44,experience,48,6,p-bet,0.8571429,4.7,m,21,3,4
s44,experience,49,4,p-bet,0.8,4,m,15,2,4
s44,experience,50,2,$-bet,0.16666667,12,s,12,10,4
s44,experience,51,6,p-bet,0.8571429,4.7,s,14,3,4
s44,experience,52,2,$-bet,0.16666667,12,l,36,5,4
s44,experience,54,2,$-bet,0.16666667,12,m,18,9,3
s44,experience,55,4,p-bet,0.8,4,s,10,3,4
s44,experience,56,1,$-bet,0.2,16,xs,5,16,4
s44,experience,57,1,$-bet,0.2,16,m,15,10,4
s44,experience,58,1,$-bet,0.2,16,m,15,16,4
s44,experience,59,5,p-bet,0.8333333,2.4,xs,6,1,4
s44,experience,60,1,$-bet,0.2,16,xs,5,15,4
s44,experience,61,3,$-bet,0.1428571,28,m,21,28,3
s44,experience,62,5,p-bet,0.8333333,2.4,s,12,2,4
s44,experience,63,4,p-bet,0.8,4,xs,5,2,4
s44,experience,64,2,$-bet,0.16666667,12,xs,6,12,4
s44,experience,65,1,$-bet,0.2,16,s,10,16,4
s44,experience,67,3,$-bet,0.1428571,28,xs,7,28,4
s44,experience,69,2,$-bet,0.16666667,12,s,12,6,4
s44,experience,70,3,$-bet,0.1428571,28,xs,7,27,4
s44,experience,71,4,p-bet,0.8,4,m,15,0.2,1
s44,experience,72,4,p-bet,0.8,4,l,30,2,4
s44,experience,73,5,p-bet,0.8333333,2.4,l,36,2.3,4
s44,experience,74,5,p-bet,0.8333333,2.4,l,36,1.4,4
s44,experience,75,5,p-bet,0.8333333,2.4,s,12,2.4,4
s44,experience,76,3,$-bet,0.1428571,28,s,14,26,4
s44,experience,78,1,$-bet,0.2,16,l,30,16,4
s44,experience,80,2,$-bet,0.16666667,12,m,18,10,4
s44,experience,82,3,$-bet,0.1428571,28,m,21,28,4
s44,experience,83,6,p-bet,0.8571429,4.7,l,42,2,4
s44,experience,84,3,$-bet,0.1428571,28,l,42,20,5
s44,experience,85,6,p-bet,0.8571429,4.7,xs,7,3,4
s44,experience,86,1,$-bet,0.2,16,l,30,10,4
s44,experience,87,2,$-bet,0.16666667,12,l,36,12,4
s44,experience,88,1,$-bet,0.2,16,l,30,10,4
s44,experience,89,1,$-bet,0.2,16,s,10,15,3
s44,experience,90,3,$-bet,0.1428571,28,s,14,27,3
s44,description,1,4,p-bet,0.8,4,--,,2,3
s44,description,2,3,$-bet,0.143,28,--,,28,4
s44,description,3,1,$-bet,0.2,16,--,,5,4
s44,description,4,2,$-bet,0.167,12,--,,4,4
s44,description,5,1,$-bet,0.2,16,--,,5,4
s44,description,6,4,p-bet,0.8,4,--,,4,4
s44,description,7,6,p-bet,0.857,4.7,--,,4,4
s44,description,8,6,p-bet,0.857,4.7,--,,4.7,4
s44,description,9,4,p-bet,0.8,4,--,,4,4
s44,description,10,5,p-bet,0.833,2.4,--,,2.4,4
s44,description,11,1,$-bet,0.2,16,--,,10,3
s44,description,12,2,$-bet,0.167,12,--,,3.5,3
s44,description,13,6,p-bet,0.857,4.7,--,,2.2,3
s44,description,14,5,p-bet,0.833,2.4,--,,2.4,3
s44,description,15,3,$-bet,0.143,28,--,,10,3
s44,description,16,3,$-bet,0.143,28,--,,28,3
s44,description,17,2,$-bet,0.167,12,--,,6,3
s44,description,18,5,p-bet,0.833,2.4,--,,2.4,4
s45,experience,1,2,$-bet,0.16666667,12,m,18,6,2
s45,experience,2,6,p-bet,0.8571429,4.7,xs,7,0.5,4
s45,experience,3,2,$-bet,0.16666667,12,s,12,5,3
s45,experience,4,4,p-bet,0.8,4,m,15,1,4
s45,experience,5,1,$-bet,0.2,16,xs,5,10,4
s45,experience,6,3,$-bet,0.1428571,28,l,42,10,4
s45,experience,8,6,p-bet,0.8571429,4.7,s,14,0.5,5
s45,experience,9,4,p-bet,0.8,4,xs,5,0.2,5
s45,experience,10,3,$-bet,0.1428571,28,xs,7,10,3
s45,experience,11,6,p-bet,0.8571429,4.7,xs,7,0.5,4
s45,experience,12,5,p-bet,0.8333333,2.4,m,18,1,4
s45,experience,13,2,$-bet,0.16666667,12,l,36,6,3
s45,experience,14,5,p-bet,0.8333333,2.4,l,36,1.5,4
s45,experience,15,4,p-bet,0.8,4,s,10,2.5,4
s45,experience,16,5,p-bet,0.8333333,2.4,s,12,1.5,3
s45,experience,17,4,p-bet,0.8,4,xs,5,3.5,4
s45,experience,18,1,$-bet,0.2,16,xs,5,13,5
s45,experience,19,1,$-bet,0.2,16,m,15,12,5
s45,experience,20,2,$-bet,0.16666667,12,m,18,8,3
s45,experience,21,4,p-bet,0.8,4,s,10,3.5,4
s45,experience,23,1,$-bet,0.2,16,s,10,10,4
s45,experience,24,2,$-bet,0.16666667,12,m,18,7,3
s45,experience,25,2,$-bet,0.16666667,12,s,12,6,3
s45,experience,27,2,$-bet,0.16666667,12,xs,6,5,4
s45,experience,28,3,$-bet,0.1428571,28,s,14,8,4
s45,experience,29,3,$-bet,0.1428571,28,s,14,8,4
s45,experience,30,6,p-bet,0.8571429,4.7,m,21,4,4
s45,experience,31,4,p-bet,0.8,4,m,15,3.5,5
s45,experience,32,6,p-bet,0.8571429,4.7,l,42,4.2,5
s45,experience,34,6,p-bet,0.8571429,4.7,m,21,4.2,5
s45,experience,35,6,p-bet,0.8571429,4.7,s,14,4.2,3
s45,experience,37,2,$-bet,0.16666667,12,s,12,6,4
s45,experience,38,2,$-bet,0.16666667,12,xs,6,2,3
s45,experience,39,6,p-bet,0.8571429,4.7,xs,7,4,5
s45,experience,41,2,$-bet,0.16666667,12,l,36,6,4
s45,experience,43,5,p-bet,0.8333333,2.4,s,12,2.2,5
s45,experience,44,1,$-bet,0.2,16,xs,5,6,4
s45,experience,46,3,$-bet,0.1428571,28,s,14,10,3
s45,experience,50,4,p-bet,0.8,4,l,30,3.5,5
s45,experience,51,6,p-bet,0.8571429,4.7,l,42,4.4,5
s45,experience,52,6,p-bet,0.8571429,4.7,l,42,4.4,5
s45,experience,53,1,$-bet,0.2,16,m,15,5,4
s45,experience,54,5,p-bet,0.8333333,2.4,l,36,2.2,5
s45,experience,55,3,$-bet,0.1428571,28,m,21,10,5
s45,experience,56,1,$-bet,0.2,16,l,30,5,4
s45,experience,58,4,p-bet,0.8,4,xs,5,3.5,4
s45,experience,59,3,$-bet,0.1428571,28,m,21,10,4
s45,experience,61,5,p-bet,0.8333333,2.4,xs,6,1.5,4
s45,experience,62,4,p-bet,0.8,4,m,15,3.5,4
s45,experience,63,4,p-bet,0.8,4,s,10,3.7,5
s45,experience,64,1,$-bet,0.2,16,l,30,6,4
s45,experience,65,2,$-bet,0.16666667,12,xs,6,5,4
s45,experience,66,5,p-bet,0.8333333,2.4,s,12,2.2,4
s45,experience,68,1,$-bet,0.2,16,m,15,4,4
s45,experience,70,5,p-bet,0.8333333,2.4,l,36,2.3,5
s45,experience,71,3,$-bet,0.1428571,28,l,42,10,4
s45,experience,72,6,p-bet,0.8571429,4.7,m,21,4.2,4
s45,experience,73,1,$-bet,0.2,16,l,30,8,3
s45,experience,74,5,p-bet,0.8333333,2.4,xs,6,2.2,4
s45,experience,75,6,p-bet,0.8571429,4.7,s,14,4.4,5
s45,experience,76,3,$-bet,0.1428571,28,m,21,8,4
s45,experience,77,5,p-bet,0.8333333,2.4,m,18,2.2,4
s45,experience,78,1,$-bet,0.2,16,s,10,5,5
s45,experience,80,5,p-bet,0.8333333,2.4,xs,6,2.2,4
s45,experience,81,1,$-bet,0.2,16,s,10,6,4
s45,experience,82,5,p-bet,0.8333333,2.4,m,18,2.2,4
s45,experience,83,4,p-bet,0.8,4,l,30,3.5,4
s45,experience,84,4,p-bet,0.8,4,l,30,3.7,4
s45,experience,87,3,$-bet,0.1428571,28,l,42,6,4
s45,experience,88,2,$-bet,0.16666667,12,l,36,5,4
s45,experience,89,3,$-bet,0.1428571,28,xs,7,5,5
s45,experience,90,3,$-bet,0.1428571,28,xs,7,4,4
s45,description,1,5,p-bet,0.833,2.4,--,,2,5
s45,description,2,6,p-bet,0.857,4.7,--,,4.2,4
s45,description,3,1,$-bet,0.2,16,--,,5,3
s45,description,4,4,p-bet,0.8,4,--,,3.5,4
s45,description,5,1,$-bet,0.2,16,--,,5,3
s45,description,6,5,p-bet,0.833,2.4,--,,2,4
s45,description,7,3,$-bet,0.143,28,--,,7,3
s45,description,8,2,$-bet,0.167,12,--,,4,4
s45,description,9,3,$-bet,0.143,28,--,,6,4
s45,description,10,1,$-bet,0.2,16,--,,5,5
s45,description,11,4,p-bet,0.8,4,--,,3.5,4
